ord_nbr,line_nbr,line_kind,invt_id,descr,qty,unit,unit_price,ext_price,rev_acct
0210230050,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,75.0,75.0,400003
0210230046,1,material,0304321,Econo Bark,30.0,YARD,17.0,510.0,400000
0210230046,2,labor,0220502,Retail Labor Hours,7.5,HOURS,54.6667,410.0,400002
0210230046,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,50.9091,140.0,400003
0210230046,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0210230047,1,material,0302907,Greenwaste-- Compost,22.0,YARD,17.9545,395.0,400000
0210230047,2,labor,0220502,Retail Labor Hours,9.5,HOURS,51.3158,487.5,400002
0210230047,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,60.0,165.0,400003
0210230047,4,discount,0220940,Miscellaneous-Retail,1.75,EACH,-120.0,-210.0,400000
0210230047,5,material,0302907,Rexius Garden Compost,22.0,YARD,17.9545,395.0,400000
0210230047,6,labor,0220502,Retail Labor Hours,9.5,HOURS,51.3158,487.5,400002
0210230047,7,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,60.0,165.0,400003
0210230047,8,discount,0220940,Miscellaneous-Retail,1.75,EACH,-120.0,-210.0,400000
0210230048,1,material,0217926,Terra Seeding-Retail,3600.0,FEET,0.0722,260.0,400000
0210230048,2,labor,0220502,Retail Labor Hours,9.0,HOURS,37.2222,335.0,400002
0210230048,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,80.0,100.0,400003
0210230049,1,material,0303301,Fiberex,40.0,YARD,25.0,1000.0,400000
0210230049,2,labor,0220502,Retail Labor Hours,12.0,HOURS,35.8333,430.0,400002
0210230049,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,62.2222,140.0,400003
0210230044,1,material,0304321,Econo bark,10.0,YARD,17.0,170.0,400000
0210230044,2,labor,0220502,Retail Labor Hours,7.5,HOURS,50.0,375.0,400002
0210230044,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,60.0,120.0,400003
0210230045,1,material,0302100,Rexius Flower-n-Garden,17.0,YARD,44.1176,750.0,400000
0210230045,2,labor,0220502,Retail Labor Hours,14.0,HOURS,85.7143,1200.0,400002
0210230045,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,120.0,150.0,400003
0210230042,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,29.4667,442.0,400000
0210230042,2,labor,0220502,Retail Labor Hours,7.0,HOURS,59.0,413.0,400002
0210230042,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,100.0,150.0,400003
0210230043,1,material,0304321,EconoBark,21.0,YARD,12.0,252.0,400000
0210230043,2,labor,0220502,Retail Labor Hours,6.75,HOURS,77.7778,525.0,400002
0210230043,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,125.0,125.0,400003
0210230038,1,material,0205603,"3/4"" Round-Retail Drop Ship",8.0,YARD,28.125,225.0,400000
0210230038,2,labor,0220502,Retail Labor Hours,5.5,HOURS,81.8182,450.0,400002
0210230038,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,160.0,200.0,400003
0210230039,1,material,0301020,Premium Hemlock Bark,23.0,YARD,36.087,830.0,400000
0210230039,2,labor,0220502,Retail Labor Hours,21.75,HOURS,18.3908,400.0,400002
0210230039,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,60.0,150.0,400003
0210230040,1,material,0301020,Premium Hemlock Bark,23.0,YARD,35.0,805.0,400000
0210230040,2,labor,0220502,Retail Labor Hours,5.5,HOURS,78.1818,430.0,400002
0210230040,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,62.2222,140.0,400003
0210230041,1,material,0302100,Rexius Flower-n-Garden,7.5,YARD,42.0,315.0,400000
0210230041,2,labor,0220502,Retail Labor Hours,5.5,HOURS,61.8182,340.0,400002
0210230041,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,95.0,95.0,400003
0210230041,4,discount,0220940,Volume Discount,0.0,EACH,,0.0,400000
0210230033,1,material,0317960,Microblend,2000.0,LBS,3.25,6500.0,400000
0210230033,3,fee,0317960,Freight,0.0,LBS,,215.0,400000
0210230034,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,29.4667,442.0,400000
0210230034,2,labor,0220502,Retail Labor Hours,8.25,HOURS,50.0606,413.0,400002
0210230034,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,120.0,150.0,400003
0210230035,1,material,0301020,Premium Hemlock Bark,38.0,YARD,35.0,1330.0,400000
0210230035,2,labor,0220502,Retail Labor Hours,12.0,HOURS,75.0,900.0,400002
0210230035,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,93.3333,280.0,400003
0210230035,4,discount,0220940,Volume Discount,1.0,EACH,-130.0,-130.0,400000
0210230036,1,material,0301020,Premium Hemlock Bark,10.0,YARD,35.0,350.0,400000
0210230036,2,labor,0220502,Retail Labor Hours,6.5,HOURS,98.4615,640.0,400002
0210230036,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,120.0,120.0,400003
0210230032,1,material,0205606,3/4 Open-Retail Drop Ship,8.0,YARD,21.875,175.0,400000
0210230032,2,labor,0220502,Retail Labor Hours,5.0,HOURS,97.0,485.0,400002
0210230032,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,143.3333,215.0,400003
0210230023,1,material,0304321,ECONO--BARK,30.0,YARD,16.0,480.0,400000
0210230023,2,labor,0220502,Retail Labor Hours,6.5,HOURS,61.5385,400.0,400002
0210230023,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,91.4286,160.0,400003
0210230025,1,material,0301020,Premium Hemlock Bark,11.0,YARD,35.0,385.0,400000
0210230025,2,labor,0220502,Retail Labor Hours,9.75,HOURS,34.8718,340.0,400002
0210230025,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,47.5,95.0,400003
0210230025,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-40.0,-40.0,400000
0210230024,1,material,0301322,BeautiBark,30.0,YARD,20.0,600.0,400000
0210230024,2,labor,0220502,Retail Labor Hours,6.0,HOURS,80.8333,485.0,400002
0210230024,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,82.5,165.0,400003
0210230024,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0210230026,1,material,0317960,Microblend,600.0,LBS,3.6,2160.0,400000
0210230020,1,material,0217962,EcoBlanket-Retail,8000.0,FEET,0.1837,1470.0,400000
0210230020,2,labor,0220502,Retail Labor Hours,20.5,HOURS,102.439,2100.0,400002
0210230020,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,66.6667,200.0,400003
0210230020,4,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,66.6667,200.0,400003
0210230021,1,material,0301040,BLACK--UltraKote,15.0,YARD,45.0,675.0,400000
0210230021,2,labor,0220502,Retail Labor Hours,5.0,HOURS,90.0,450.0,400002
0210230021,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0210230022,1,material,0301020,Premium Hemlock Bark,20.0,YARD,28.0,560.0,400000
0210230022,2,labor,0220502,Retail Labor Hours,9.75,HOURS,46.1538,450.0,400002
0210230022,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,80.0,140.0,400003
0210230019,1,material,0303301,Fiberex,40.0,YARD,25.0,1000.0,400000
0210230019,2,labor,0220502,Retail Labor Hours,7.5,HOURS,65.3333,490.0,400002
0210230019,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,82.2222,185.0,400003
0210230016,1,material,0304321,ECONO BARK,32.0,YARD,16.875,540.0,400000
0210230016,2,labor,0220502,Retail Labor Hours,7.5,HOURS,54.6667,410.0,400002
0210230016,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,62.2222,140.0,400003
0210230017,1,material,0303301,Fiberex,15.0,YARD,25.0,375.0,400000
0210230017,3,labor,0220502,Retail Labor Hours,5.25,HOURS,74.8571,393.0,400002
0210230017,4,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,102.0,102.0,400003
0210230017,5,discount,0220940,Miscellaneous-Retail,1.0,EACH,-45.0,-45.0,400000
0210230015,1,material,0303301,Fiberex,58.0,YARD,25.0,1450.0,400000
0210230015,2,labor,0220502,Retail Labor Hours,9.0,HOURS,79.4444,715.0,400002
0210230015,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,106.6667,240.0,400003
0210230015,4,discount,0220940,Volume Discount,1.0,EACH,-120.0,-120.0,400000
0210230014,1,material,0301020,Premium Hemlock Bark,20.0,YARD,36.0,720.0,400000
0210230014,2,labor,0220502,Retail Labor Hours,6.0,HOURS,75.0,450.0,400002
0210230014,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,74.2857,130.0,400003
0210230014,4,discount,0220940,New Customer Discount,1.0,EACH,-65.0,-65.0,400000
0210230011,1,material,0302100,Rexius Flower-n-Garden,17.0,YARD,42.9412,730.0,400000
0210230011,2,labor,0220502,Retail Labor Hours,12.0,HOURS,35.8333,430.0,400002
0210230011,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,56.0,140.0,400003
0210230011,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0210230012,1,material,0304321,ECONO BARK,15.0,YARD,17.0,255.0,400000
0210230012,2,labor,0220502,Retail Labor Hours,12.0,HOURS,34.5833,415.0,400002
0210230012,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,80.0,120.0,400003
0210230012,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-40.0,-40.0,400000
0210230007,1,material,0302107,Rexius Premium Turf Start,5.0,YARD,40.0,200.0,400000
0210230007,2,labor,0220502,Retail Labor Hours,2.5,HOURS,95.996,239.99,400002
0210230007,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,0.008,0.01,400003
0210230009,1,material,0301322,BeautiBark,23.0,YARD,18.4783,425.0,400000
0210230009,2,labor,0220502,Retail Labor Hours,11.25,HOURS,40.0,450.0,400002
0210230009,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,66.0,165.0,400003
0210230010,1,material,0301322,BeautiBark,30.0,YARD,19.0,570.0,400000
0210230010,2,labor,0220502,Retail Labor Hours,15.25,HOURS,28.1967,430.0,400002
0210230010,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,55.3846,180.0,400003
0210230006,1,material,0302121,Rexius Steer Plus,20.0,YARD,25.5,510.0,400000
0210230006,2,labor,0220502,Retail Labor Hours,7.5,HOURS,57.3333,430.0,400002
0210230006,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,62.2222,140.0,400003
0210230005,1,material,0301322,BeautiBark,11.0,YARD,20.0,220.0,400000
0210230005,2,labor,0220502,Retail Labor Hours,9.75,HOURS,46.1538,450.0,400002
0210230005,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,60.0,120.0,400003
0210230002,1,material,0302108,Rexius Primary Planting Soil,10.0,YARD,32.0,320.0,400000
0210230002,2,labor,0220502,Retail Labor Hours,4.0,HOURS,93.75,375.0,400002
0210230002,3,equipment,0220503,Retail-Equipment Hours,0.75,HOURS,160.0,120.0,400003
0210230002,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-45.0,-45.0,400000
0210230003,1,material,0301020,Premium Hemlock Bark,15.0,YARD,36.0,540.0,400000
0210230003,2,labor,0220502,Retail Labor Hours,7.0,HOURS,64.2857,450.0,400002
0210230003,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,71.4286,125.0,400003
0210230003,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-90.0,-90.0,400000
0210230004,1,material,0301040,Black Ultrakote,5.0,YARD,48.0,240.0,400000
0210230004,2,labor,0220502,Retail Labor Hours,4.5,HOURS,83.3333,375.0,400002
0210230004,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,125.0,125.0,400003
0210230004,4,discount,0220940,New Customer Discount,1.0,EACH,-65.0,-65.0,400000
0210230001,1,material,0302907,Greenwaste Compost,18.0,YARD,14.7222,265.0,400000
0210230001,2,labor,0220502,Retail Labor Hours,12.0,HOURS,62.5,750.0,400002
0210230001,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,104.0,130.0,400003
0209230104,1,material,0301322,BeautiBark,32.0,YARD,20.0,640.0,400000
0209230104,2,labor,0220502,Retail Labor Hours,11.0,HOURS,61.3636,675.0,400002
0209230104,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,68.0,170.0,400003
0209230104,4,discount,0220940,New Customer Discount,1.0,EACH,-95.0,-95.0,400000
0209230105,1,material,0301322,BeautiBark,34.0,YARD,14.6471,498.0,400000
0209230105,2,labor,0220502,Retail Labor Hours,15.75,HOURS,47.619,750.0,400002
0209230105,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,69.8462,227.0,400003
0209230106,1,material,0301322,BeautiBark,8.0,YARD,23.125,185.0,400000
0209230106,2,labor,0220502,Retail Labor Hours,5.0,HOURS,75.0,375.0,400002
0209230106,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0209230106,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-40.0,-40.0,400000
0209230107,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,29.4667,442.0,400000
0209230107,2,labor,0220502,Retail Labor Hours,7.0,HOURS,59.0,413.0,400002
0209230107,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,100.0,150.0,400003
0209230108,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,29.4667,442.0,400000
0209230108,2,labor,0220502,Retail Labor Hours,5.5,HOURS,75.0909,413.0,400002
0209230108,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,100.0,150.0,400003
0209230097,1,material,0304321,EconoBark,18.0,YARD,16.1111,290.0,400000
0209230097,2,labor,0220502,Retail Labor Hours,7.0,HOURS,67.8571,475.0,400002
0209230097,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,80.0,120.0,400003
0209230097,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-85.0,-85.0,400000
0209230092,1,material,0317960,Microblend,2000.0,LBS,3.25,6500.0,400000
0209230092,3,fee,0317960,Freight,0.0,LBS,,215.0,400000
0209230093,1,material,0302907,recycled green waste Compost,25.0,YARD,20.0,500.0,400000
0209230093,2,labor,0220502,Retail Labor Hours,13.5,HOURS,41.8519,565.0,400002
0209230093,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,100.0,150.0,400003
0209230093,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-60.0,-60.0,400000
0209230095,1,material,0301322,BeautiBark,15.0,YARD,15.0,225.0,400000
0209230095,2,labor,0220502,Retail Labor Hours,5.5,HOURS,75.4545,415.0,400002
0209230095,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,96.0,120.0,400003
0209230094,1,material,0304321,ECONO BARK,8.0,YARD,17.5,140.0,400000
0209230094,2,labor,0220502,Retail Labor Hours,5.5,HOURS,60.9091,335.0,400002
0209230094,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,76.0,95.0,400003
0209230090,1,material,0205606,3/4 Open-Retail Drop Ship,1.0,YARD,0.01,0.01,400000
0209230090,2,labor,0220502,Retail Labor Hours,23.25,HOURS,48.3871,1125.0,400002
0209230090,3,equipment,0220503,Retail-Equipment Hours,7.0,HOURS,85.7129,599.99,400003
0209230091,1,material,0302108,Rexius Primary Planting Soil,11.0,YARD,24.0909,265.0,400000
0209230091,2,labor,0220502,Retail Labor Hours,10.5,HOURS,53.8095,565.0,400002
0209230091,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0209230082,1,material,0217926,Terra Seeding-Retail,6200.0,FEET,0.1871,1160.0,400000
0209230082,2,labor,0220502,Retail Labor Hours,16.5,HOURS,49.697,820.0,400002
0209230082,3,equipment,0220503,Retail-Equipment Hours,2.75,HOURS,87.2727,240.0,400003
0209230082,4,discount,0220940,Volume Discount,1.0,EACH,-110.0,-110.0,400000
0209230083,1,material,0217926,Terra Seeding-Retail,6200.0,FEET,0.1871,1160.0,400000
0209230083,2,labor,0220502,Retail Labor Hours,21.0,HOURS,39.0476,820.0,400002
0209230083,3,equipment,0220503,Retail-Equipment Hours,4.25,HOURS,56.4706,240.0,400003
0209230083,4,discount,0220940,Volume Discount,1.0,EACH,-110.0,-110.0,400000
0209230084,1,material,0217926,Terra Seeding-Retail,3100.0,FEET,0.3742,1160.0,400000
0209230084,2,labor,0220502,Retail Labor Hours,12.0,HOURS,68.3333,820.0,400002
0209230084,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,120.0,240.0,400003
0209230084,4,discount,0220940,Volume Discount,1.0,EACH,-110.0,-110.0,400000
0209230086,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230086,2,labor,0220502,Retail Labor Hours,8.25,HOURS,58.7879,485.0,400002
0209230086,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,71.4286,125.0,400003
0209230087,1,material,0303301,Fiberex,46.0,YARD,25.0,1150.0,400000
0209230087,2,labor,0220502,Retail Labor Hours,10.5,HOURS,74.7619,785.0,400002
0209230087,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,157.5,315.0,400003
0209230088,1,material,0304321,EconoBark,34.0,YARD,12.0,408.0,400000
0209230088,2,labor,0220502,Retail Labor Hours,6.0,HOURS,87.5,525.0,400002
0209230088,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,75.0,150.0,400003
0209230089,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230089,2,labor,0220502,Retail Labor Hours,6.75,HOURS,71.8519,485.0,400002
0209230089,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,83.3333,125.0,400003
0209230074,1,material,0303301,Fiberex,21.0,YARD,25.0,525.0,400000
0209230074,2,labor,0220502,Retail Labor Hours,5.25,HOURS,71.4286,375.0,400002
0209230074,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,120.0,120.0,400003
0209230074,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-105.0,-105.0,400000
0209230075,1,material,0301322,BeautiBark,32.0,YARD,20.0,640.0,400000
0209230075,2,labor,0220502,Retail Labor Hours,12.0,HOURS,43.75,525.0,400002
0209230075,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,53.3333,160.0,400003
0209230077,1,material,0301322,BeautiBark,32.0,YARD,20.0,640.0,400000
0209230077,2,labor,0220502,Retail Labor Hours,9.75,HOURS,53.8462,525.0,400002
0209230077,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,106.6667,160.0,400003
0209230078,1,material,0302100,Rexius Flower-n-Garden,16.0,YARD,40.9375,655.0,400000
0209230078,2,labor,0220502,Retail Labor Hours,6.0,HOURS,90.8333,545.0,400002
0209230078,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,93.3333,140.0,400003
0209230078,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0209230079,1,material,0302100,Rexius Flower-n-Garden,16.0,YARD,40.9375,655.0,400000
0209230079,2,labor,0220502,Retail Labor Hours,6.0,HOURS,90.8333,545.0,400002
0209230079,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,112.0,140.0,400003
0209230079,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0209230080,1,material,0302100,Rexius Flower-n-Garden,16.0,YARD,40.9375,655.0,400000
0209230080,2,labor,0220502,Retail Labor Hours,7.0,HOURS,77.8571,545.0,400002
0209230080,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,80.0,140.0,400003
0209230080,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-65.0,-65.0,400000
0209230081,1,material,0303301,Fiberex,33.0,YARD,25.0,825.0,400000
0209230081,2,labor,0220502,Retail Labor Hours,5.5,HOURS,136.3636,750.0,400002
0209230081,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,108.0,135.0,400003
0209230081,4,discount,0220940,Miscellaneous-Retail,1.0,EACH,-50.0,-50.0,400000
0209230064,1,material,0302907,Greenwaste Compost,15.0,YARD,11.0,165.0,400000
0209230064,2,labor,0220502,Retail Labor Hours,8.5,HOURS,79.4118,675.0,400002
0209230064,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,82.5,165.0,400003
0209230066,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230066,2,labor,0220502,Retail Labor Hours,4.75,HOURS,142.1053,675.0,400002
0209230066,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,82.5,165.0,400003
0209230067,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230067,2,labor,0220502,Retail Labor Hours,4.0,HOURS,168.75,675.0,400002
0209230067,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230068,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230068,2,labor,0220502,Retail Labor Hours,9.0,HOURS,75.0,675.0,400002
0209230068,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,132.0,165.0,400003
0209230069,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230069,2,labor,0220502,Retail Labor Hours,9.0,HOURS,75.0,675.0,400002
0209230069,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230070,1,material,0304321,EconoBark,32.0,YARD,15.625,500.0,400000
0209230070,2,labor,0220502,Retail Labor Hours,13.5,HOURS,44.4444,600.0,400002
0209230070,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,92.3077,300.0,400003
0209230070,4,discount,0220940,Repeat Customer Discount,1.0,EACH,-105.0,-105.0,400000
0209230072,1,material,0303301,Fiberex,22.5,YARD,27.5556,620.0,400000
0209230072,2,labor,0220502,Retail Labor Hours,7.5,HOURS,100.0,750.0,400002
0209230072,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,160.0,200.0,400003
0209230054,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230054,2,labor,0220502,Retail Labor Hours,7.5,HOURS,90.0,675.0,400002
0209230054,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,73.3333,165.0,400003
0209230055,1,material,0302907,Greenwaste Compost,25.0,YARD,14.8,370.0,400000
0209230055,2,labor,0220502,Retail Labor Hours,9.0,HOURS,75.0,675.0,400002
0209230055,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,82.5,165.0,400003
0209230056,1,material,0302907,Greenwaste Compost,25.0,YARD,14.8,370.0,400000
0209230056,2,labor,0220502,Retail Labor Hours,8.0,HOURS,84.375,675.0,400002
0209230056,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230057,1,material,0302907,Greenwaste Compost,25.0,YARD,14.8,370.0,400000
0209230057,2,labor,0220502,Retail Labor Hours,9.5,HOURS,71.0526,675.0,400002
0209230057,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,82.5,165.0,400003
0209230058,1,material,0217926,Terra Seeding-Retail,5995.0,FEET,0.1318,790.0,400000
0209230058,2,labor,0220502,Retail Labor Hours,12.0,HOURS,43.75,525.0,400002
0209230058,3,equipment,0220503,Retail-Equipment Hours,2.25,HOURS,62.2222,140.0,400003
0209230059,1,material,0302907,Greenwaste Compost,20.0,YARD,20.0,400.0,400000
0209230059,2,labor,0220502,Retail Labor Hours,6.0,HOURS,80.8333,485.0,400002
0209230059,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,75.0,150.0,400003
0209230060,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230060,2,labor,0220502,Retail Labor Hours,8.0,HOURS,84.375,675.0,400002
0209230060,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,94.2857,165.0,400003
0209230061,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230061,2,labor,0220502,Retail Labor Hours,8.0,HOURS,84.375,675.0,400002
0209230061,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,94.2857,165.0,400003
0209230047,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230047,2,labor,0220502,Retail Labor Hours,8.0,HOURS,60.625,485.0,400002
0209230047,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,41.6667,125.0,400003
0209230048,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230048,2,labor,0220502,Retail Labor Hours,7.0,HOURS,69.2857,485.0,400002
0209230048,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,50.0,125.0,400003
0209230049,1,material,0302907,Greenwaste Compost,18.0,YARD,16.6667,300.0,400000
0209230049,2,labor,0220502,Retail Labor Hours,8.5,HOURS,79.4118,675.0,400002
0209230049,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230050,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230050,2,labor,0220502,Retail Labor Hours,8.5,HOURS,79.4118,675.0,400002
0209230050,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230051,1,material,0302907,Greenwaste Compost,25.0,YARD,14.8,370.0,400000
0209230051,2,labor,0220502,Retail Labor Hours,7.5,HOURS,90.0,675.0,400002
0209230051,3,equipment,0220503,Retail-Equipment Hours,1.5,HOURS,110.0,165.0,400003
0209230052,1,material,0302907,Greenwaste Compost,25.0,YARD,14.8,370.0,400000
0209230052,2,labor,0220502,Retail Labor Hours,6.5,HOURS,103.8462,675.0,400002
0209230052,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,165.0,165.0,400003
0209230053,1,material,0302907,Greenwaste Compost,20.0,YARD,15.0,300.0,400000
0209230053,2,labor,0220502,Retail Labor Hours,7.5,HOURS,90.0,675.0,400002
0209230053,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,94.2857,165.0,400003
0209230033,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230033,2,labor,0220502,Retail Labor Hours,8.25,HOURS,58.7879,485.0,400002
0209230033,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,71.4286,125.0,400003
0209230034,1,material,0205603,"3/4"" Round-Retail Drop Ship",9.0,YARD,21.1111,190.0,400000
0209230034,2,labor,0220502,Retail Labor Hours,11.25,HOURS,43.1111,485.0,400002
0209230034,3,equipment,0220503,Retail-Equipment Hours,2.5,HOURS,50.0,125.0,400003
0209230036,1,material,0303300,Fresh Sawdust,15.0,YARD,17.0,255.0,400000
0209230036,2,labor,0220502,Retail Labor Hours,5.0,HOURS,110.0,550.0,400002
0209230036,3,equipment,0220503,Retail-Equipment Hours,1.0,HOURS,95.0,95.0,400003
0209230037,1,material,0304321,ECONO BARK,35.0,YARD,16.0,560.0,400000
0209230037,2,labor,0220502,Retail Labor Hours,4.0,HOURS,131.25,525.0,400002
0209230037,3,equipment,0220503,Retail-Equipment Hours,2.0,HOURS,62.5,125.0,400003
0209230038,1,material,0304321,ECONO BARK,35.0,YARD,16.0,560.0,400000
0209230038,2,labor,0220502,Retail Labor Hours,4.0,HOURS,131.25,525.0,400002
0209230038,3,equipment,0220503,Retail-Equipment Hours,1.25,HOURS,100.0,125.0,400003
0209230039,1,material,0304321,ECONO BARK,23.0,YARD,16.087,370.0,400000
0209230039,2,labor,0220502,Retail Labor Hours,3.0,HOURS,175.0,525.0,400002
